Unit,Date,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Arms Act,Explosive Act,Narcotics,Smuggling
Railway Range,2024-01-31,0,1,1,0,0,1,0,0,0,12,0,0,15,0
Railway Range,2024-02-29,0,1,5,0,0,0,0,0,0,12,1,0,18,1
Railway Range,2024-03-31,0,1,1,0,0,1,0,0,0,13,0,0,24,0
Railway Range,2024-04-30,0,1,0,0,0,1,0,0,0,6,0,0,13,0
Railway Range,2024-05-31,0,5,0,1,0,1,0,0,0,13,2,0,11,2
Railway Range,2024-06-30,0,0,3,1,0,1,0,0,0,16,0,0,12,0
Railway Range,2024-07-31,0,1,0,0,0,2,0,0,0,12,1,0,14,0
Railway Range,2024-08-31,0,0,0,0,0,0,0,0,0,14,0,0,3,0
Railway Range,2024-09-30,2,3,1,0,0,0,0,0,0,15,2,0,15,0
Railway Range,2024-10-31,0,5,1,0,0,0,0,0,0,17,0,0,22,0
Railway Range,2024-11-30,0,4,0,0,0,0,0,0,0,6,0,0,39,4
Railway Range,2024-12-31,0,4,0,0,0,0,0,0,0,12,0,0,26,0
Railway Range,2025-01-31,0,1,0,0,0,0,0,0,0,17,0,0,23,1
Railway Range,2025-02-28,0,4,2,0,0,0,0,0,0,10,0,0,15,0
Railway Range,2025-03-31,7,10,21,4,0,271,5,4,8,79,6,11,485,12
Railway Range,2025-04-30,0,4,2,0,0,2,0,0,0,9,1,0,27,2
Railway Range,2025-05-31,0,13,1,0,0,0,0,0,0,13,0,0,39,2
Railway Range,2025-06-30,0,5,1,0,0,2,0,0,0,16,1,0,26,1
Rajshahi Range,2019-01-31,5,8,29,6,0,99,8,2,5,40,25,15,1166,134
Rajshahi Range,2019-02-28,2,3,32,3,0,128,6,6,3,25,27,3,1424,141
Rajshahi Range,2019-03-31,2,2,22,10,0,138,4,1,4,35,17,4,1148,105
Rajshahi Range,2019-04-30,1,8,36,9,0,212,0,1,5,46,15,2,1226,109
Rajshahi Range,2019-05-31,2,5,35,0,0,241,2,3,10,41,18,6,1158,128
Rajshahi Range,2019-06-30,2,7,54,0,0,250,3,3,8,29,12,4,1046,114
Rajshahi Range,2019-07-31,1,4,35,0,0,256,4,2,8,42,23,4,1378,93
Rajshahi Range,2019-08-31,1,9,28,10,0,196,2,2,7,43,20,4,1245,97
Rajshahi Range,2019-09-30,1,9,26,6,0,284,9,3,9,38,28,6,1543,123
Rajshahi Range,2019-10-31,2,10,29,11,0,230,5,4,6,41,24,4,1414,135
Rajshahi Range,2019-11-30,1,6,26,4,0,236,3,4,7,35,22,4,1362,137
Rajshahi Range,2019-12-31,2,4,21,4,0,204,2,2,5,43,15,4,1439,135
Rajshahi Range,2020-01-31,0,8,32,4,0,219,4,1,9,52,16,2,1549,136
Rajshahi Range,2020-02-29,3,7,36,2,0,204,1,4,7,43,20,3,1542,124
Rajshahi Range,2020-03-31,0,3,21,9,0,220,1,5,7,34,18,1,1441,94
Rajshahi Range,2020-04-30,0,3,31,2,0,160,2,4,1,23,14,0,276,34
Rajshahi Range,2020-05-31,0,9,32,7,0,163,0,6,3,29,15,0,328,38
Rajshahi Range,2020-06-30,0,4,33,7,0,230,3,0,5,29,12,4,650,74
Rajshahi Range,2020-07-31,0,3,40,8,0,220,0,5,5,63,23,7,1240,87
Rajshahi Range,2020-08-31,1,9,33,7,0,342,3,3,9,44,12,4,938,94
Rajshahi Range,2020-09-30,0,6,29,8,0,348,2,4,12,58,11,3,969,101
Rajshahi Range,2020-10-31,3,8,36,5,0,324,3,2,13,46,17,2,1068,114
Rajshahi Range,2020-11-30,0,7,27,3,0,235,3,6,8,39,11,3,971,76
Rajshahi Range,2020-12-31,1,4,38,3,0,196,2,5,4,43,10,0,766,89
Rajshahi Range,2021-01-31,1,7,42,2,0,182,2,4,5,39,17,7,818,63
Rajshahi Range,2021-02-28,1,6,30,5,0,158,1,2,6,39,21,6,802,66
Rajshahi Range,2021-03-31,0,7,34,4,0,210,4,6,7,48,13,1,992,57
Rajshahi Range,2021-04-30,1,5,34,4,0,213,2,3,3,43,14,1,889,61
Rajshahi Range,2021-05-31,1,5,33,8,0,187,3,6,8,55,17,1,852,47
Rajshahi Range,2021-06-30,0,7,28,11,0,231,3,5,7,65,13,5,863,59
Rajshahi Range,2021-07-31,2,8,34,12,0,198,2,7,5,58,12,3,853,47
Rajshahi Range,2021-08-31,4,7,30,8,0,230,5,5,10,76,21,4,1535,53
Rajshahi Range,2021-09-30,1,9,31,8,0,245,1,3,12,64,16,1,1242,71
Rajshahi Range,2021-10-31,0,8,37,7,0,185,5,6,11,61,20,2,1224,54
Rajshahi Range,2021-11-30,0,7,30,7,0,147,1,14,7,44,23,10,908,40
Rajshahi Range,2021-12-31,1,11,36,4,0,124,0,9,6,54,26,3,846,53
Rajshahi Range,2022-01-31,0,10,21,7,0,142,4,10,5,52,19,7,1005,66
Rajshahi Range,2022-02-28,2,6,31,11,0,172,0,3,14,64,28,2,1107,77
Rajshahi Range,2022-03-31,0,7,28,11,0,227,2,8,7,87,31,1,1165,72
Rajshahi Range,2022-04-30,3,11,28,3,0,237,1,3,7,83,26,4,1057,69
Rajshahi Range,2022-05-31,1,12,38,4,0,251,1,6,7,58,26,1,1121,63
Rajshahi Range,2022-06-30,0,6,25,5,0,259,4,4,12,83,28,2,1084,70
Rajshahi Range,2022-07-31,1,6,34,8,0,262,2,2,7,55,12,5,1146,61
Rajshahi Range,2022-08-31,2,13,32,8,0,302,1,3,14,99,20,2,1288,47
Rajshahi Range,2022-09-30,2,12,30,4,0,247,4,7,9,84,21,4,1083,35
Rajshahi Range,2022-10-31,3,17,35,7,0,208,2,4,13,75,26,3,1128,31
Rajshahi Range,2022-11-30,5,7,28,7,0,182,1,7,14,73,37,43,1081,32
Rajshahi Range,2022-12-31,1,6,20,4,0,135,4,2,9,59,32,8,940,21
Rajshahi Range,2023-01-31,0,11,22,4,0,146,2,0,12,78,29,0,1062,30
Rajshahi Range,2023-02-28,1,10,25,3,0,150,0,3,5,73,23,5,996,36
Rajshahi Range,2023-03-31,2,9,26,6,0,209,2,3,10,90,37,4,1133,51
Rajshahi Range,2023-04-30,1,10,28,13,0,166,3,1,7,74,30,6,889,29
Rajshahi Range,2023-05-31,3,12,23,10,0,227,2,5,6,83,50,5,999,34
Rajshahi Range,2023-06-30,1,9,26,8,0,208,4,2,4,74,28,5,935,37
Rajshahi Range,2023-07-31,1,10,25,6,0,228,2,3,12,90,50,5,1134,41
Rajshahi Range,2023-08-31,1,16,38,10,0,218,4,1,19,89,48,5,1092,49
Rajshahi Range,2023-09-30,1,12,23,14,0,214,6,2,12,93,42,3,1035,53
Rajshahi Range,2023-10-31,2,13,34,3,0,202,3,3,11,90,38,44,989,34
Rajshahi Range,2023-11-30,2,5,26,10,0,178,1,7,4,57,21,51,793,28
Rajshahi Range,2023-12-31,2,4,24,6,0,143,2,3,8,61,22,19,997,22
Rajshahi Range,2024-01-31,1,11,26,8,0,130,1,3,4,77,29,17,867,20
Rajshahi Range,2024-02-29,1,9,23,7,0,164,5,1,9,77,37,4,986,16
Rajshahi Range,2024-03-31,1,6,25,4,0,205,5,6,5,87,38,4,1161,28
Rajshahi Range,2024-04-30,0,7,20,11,0,218,4,9,7,78,40,6,982,41
Rajshahi Range,2024-05-31,3,13,21,5,0,227,8,6,2,67,34,0,892,30
Rajshahi Range,2024-06-30,0,8,36,3,0,221,4,3,10,79,27,3,835,24
Rajshahi Range,2024-07-31,2,14,24,9,0,207,3,8,6,83,26,28,937,44
Rajshahi Range,2024-08-31,0,5,72,10,0,140,1,2,6,44,5,33,174,15
Rajshahi Range,2024-09-30,2,12,29,7,0,219,1,2,12,59,23,44,287,14
Rajshahi Range,2024-10-31,5,19,17,2,0,212,3,1,7,68,13,21,457,27
Rajshahi Range,2024-11-30,5,4,27,1,0,179,2,1,7,68,21,18,521,12
Rajshahi Range,2024-12-31,4,11,23,3,0,132,4,3,5,74,13,12,520,11
Rajshahi Range,2025-01-31,4,12,22,5,0,200,9,1,10,73,16,8,532,13
Rajshahi Range,2025-02-28,11,11,30,5,0,196,5,4,8,47,15,12,418,6
Rajshahi Range,2025-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajshahi Range,2025-04-30,7,11,35,11,0,265,10,9,5,84,20,10,606,3
Rajshahi Range,2025-05-31,3,11,29,4,0,298,10,2,7,46,9,1,519,12
Rajshahi Range,2025-06-30,3,11,38,0,0,230,4,3,8,56,28,12,441,12
Rangpur Range,2019-01-31,1,2,33,0,0,116,0,0,8,38,4,0,551,94
Rangpur Range,2019-02-28,0,0,14,0,0,160,1,3,8,40,2,0,649,94
Rangpur Range,2019-03-31,2,1,15,0,0,152,3,3,8,44,2,0,561,81
Rangpur Range,2019-04-30,1,4,23,1,0,216,2,2,6,41,1,0,607,72
Rangpur Range,2019-05-31,1,2,17,0,0,227,1,3,7,46,1,1,553,81
Rangpur Range,2019-06-30,1,2,22,1,0,222,1,2,6,40,2,0,467,82
Rangpur Range,2019-07-31,1,2,18,0,0,225,3,2,9,45,2,0,650,100
Rangpur Range,2019-08-31,0,4,27,1,0,271,0,2,7,66,4,1,620,88
Rangpur Range,2019-09-30,1,3,22,1,0,285,5,2,12,67,4,0,706,71
Rangpur Range,2019-10-31,1,5,21,2,0,226,0,3,17,63,2,0,579,104
Rangpur Range,2019-11-30,1,6,22,2,0,183,0,7,8,42,3,0,533,81
Rangpur Range,2019-12-31,2,1,15,1,0,149,2,3,12,39,1,0,496,81
Rangpur Range,2020-01-31,1,2,29,2,0,163,2,3,14,55,5,0,563,107
Rangpur Range,2020-02-29,0,1,21,1,0,185,3,1,10,45,4,0,524,71
Rangpur Range,2020-03-31,1,1,22,1,0,194,1,1,9,62,2,0,457,65
Rangpur Range,2020-04-30,0,0,27,3,0,104,1,2,5,29,0,0,276,34
Rangpur Range,2020-05-31,0,5,38,1,0,152,0,4,9,37,1,0,224,30
Rangpur Range,2020-06-30,0,5,28,7,0,197,1,1,9,40,2,0,355,23
Rangpur Range,2020-07-31,1,2,26,3,0,217,3,0,15,83,1,0,499,37
Rangpur Range,2020-08-31,0,3,33,4,0,304,2,0,13,68,0,0,314,33
Rangpur Range,2020-09-30,0,1,25,1,0,287,5,1,13,67,3,0,361,28
Rangpur Range,2020-10-31,0,4,17,3,0,297,1,3,13,66,0,0,345,25
Rangpur Range,2020-11-30,0,2,21,2,0,239,0,3,16,46,0,0,395,17
Rangpur Range,2020-12-31,1,3,24,3,0,204,1,0,4,57,2,0,448,28
Rangpur Range,2021-01-31,3,4,25,0,0,159,2,1,8,46,0,1,416,39
Rangpur Range,2021-02-28,0,1,18,4,0,158,2,2,18,41,2,3,457,19
Rangpur Range,2021-03-31,0,3,24,4,0,221,2,2,12,69,1,1,503,32
Rangpur Range,2021-04-30,1,4,28,3,0,198,2,2,10,51,2,0,349,15
Rangpur Range,2021-05-31,1,2,22,0,0,229,4,3,5,56,2,0,436,30
Rangpur Range,2021-06-30,0,4,28,2,0,273,2,1,17,58,0,0,413,32
Rangpur Range,2021-07-31,1,4,33,2,0,230,2,3,18,55,1,0,306,25
Rangpur Range,2021-08-31,3,2,25,3,0,293,4,3,26,65,2,0,424,23
Rangpur Range,2021-09-30,3,1,17,3,0,238,4,1,19,82,0,1,364,21
Rangpur Range,2021-10-31,1,1,18,1,0,229,2,2,18,55,1,0,305,18
Rangpur Range,2021-11-30,2,6,14,0,0,143,0,14,8,62,2,0,269,17
Rangpur Range,2021-12-31,0,2,15,1,0,158,5,6,8,65,1,0,287,5
Rangpur Range,2022-01-31,1,5,20,1,0,162,4,2,18,73,0,6,332,10
Rangpur Range,2022-02-28,1,3,22,2,0,176,2,0,16,60,2,0,379,9
Rangpur Range,2022-03-31,0,3,21,1,0,224,4,1,17,74,0,0,428,8
Rangpur Range,2022-04-30,1,2,21,4,0,195,3,3,15,71,1,0,404,11
Rangpur Range,2022-05-31,2,2,21,3,0,241,3,2,17,56,3,0,380,9
Rangpur Range,2022-06-30,0,5,24,4,0,219,5,0,11,84,2,0,340,6
Rangpur Range,2022-07-31,1,5,21,1,0,252,5,7,20,63,0,1,313,11
Rangpur Range,2022-08-31,3,5,23,1,0,300,2,2,19,82,2,0,399,6
Rangpur Range,2022-09-30,1,4,19,2,0,277,3,1,22,84,1,0,389,4
Rangpur Range,2022-10-31,0,5,22,4,0,260,6,2,15,64,0,0,348,10
Rangpur Range,2022-11-30,1,6,23,5,0,204,1,3,20,75,1,0,342,11
Rangpur Range,2022-12-31,1,2,17,4,0,136,2,7,14,64,0,0,405,10
Rangpur Range,2023-01-31,0,3,23,1,0,157,3,0,21,64,0,0,389,11
Rangpur Range,2023-02-28,0,2,22,3,0,166,2,3,8,72,0,0,374,10
Rangpur Range,2023-03-31,1,4,27,2,0,212,5,6,11,59,2,7,424,7
Rangpur Range,2023-04-30,0,0,21,3,0,197,3,2,14,67,0,0,403,9
Rangpur Range,2023-05-31,3,1,21,2,0,207,3,5,9,73,2,0,420,10
Rangpur Range,2023-06-30,2,6,25,3,0,251,1,2,16,77,0,0,329,9
Rangpur Range,2023-07-31,2,3,28,1,0,242,2,2,14,82,1,0,375,6
Rangpur Range,2023-08-31,0,1,20,4,0,234,0,0,16,76,1,0,536,7
Rangpur Range,2023-09-30,0,3,16,2,0,194,4,5,19,81,3,0,453,9
Rangpur Range,2023-10-31,0,3,20,4,0,214,3,5,13,73,2,3,434,5
Rangpur Range,2023-11-30,0,3,22,1,0,189,0,6,11,55,1,3,376,10
Rangpur Range,2023-12-31,2,6,22,3,0,114,2,1,14,47,0,1,415,6
Rangpur Range,2024-01-31,2,2,11,0,0,117,4,1,13,60,0,0,436,5
Rangpur Range,2024-02-29,3,3,17,3,0,134,2,1,17,71,0,0,434,5
Rangpur Range,2024-03-31,0,7,20,4,0,203,5,4,9,63,1,0,535,4
Rangpur Range,2024-04-30,1,2,30,3,0,211,4,6,12,73,1,0,432,8
Rangpur Range,2024-05-31,1,2,19,3,0,222,4,1,10,56,0,0,449,9
Rangpur Range,2024-06-30,0,5,20,2,0,184,4,1,8,57,0,0,465,5
Rangpur Range,2024-07-31,0,2,30,3,0,206,4,7,13,72,1,0,417,11
Rangpur Range,2024-08-31,2,4,21,1,0,190,1,0,9,32,1,1,125,6
Rangpur Range,2024-09-30,3,3,20,10,0,235,1,0,19,47,5,0,213,1
Rangpur Range,2024-10-31,3,7,14,3,0,177,6,0,17,75,2,0,367,6
Rangpur Range,2024-11-30,1,4,16,3,0,175,5,1,8,54,3,2,405,5
Rangpur Range,2024-12-31,1,7,12,0,0,146,7,1,15,59,4,1,453,9
Rangpur Range,2025-01-31,3,6,19,0,0,194,4,2,14,67,4,0,423,7
Rangpur Range,2025-02-28,4,6,23,2,0,171,8,1,4,69,7,2,408,8
Rangpur Range,2025-03-31,5,1,14,12,0,164,2,2,13,44,3,0,150,0
Rangpur Range,2025-04-30,0,4,13,1,0,213,7,1,4,60,1,0,432,10
Rangpur Range,2025-05-31,2,4,20,0,0,236,6,2,7,77,2,0,377,11
Rangpur Range,2025-06-30,2,3,23,0,0,290,2,0,5,77,5,0,399,3
Rmp,2019-01-31,0,4,1,1,1,11,0,0,4,6,3,0,283,35
Rmp,2019-02-28,0,2,0,2,0,10,0,0,5,5,2,0,311,23
Rmp,2019-03-31,0,2,0,1,1,15,0,1,2,4,0,0,265,18
Rmp,2019-04-30,0,4,0,0,0,19,2,0,0,4,1,0,410,31
Rmp,2019-05-31,0,4,1,0,0,22,1,2,1,5,0,0,337,27
Rmp,2019-06-30,0,2,2,0,0,25,0,0,4,2,0,0,255,19
Rmp,2019-07-31,0,6,2,0,0,11,5,1,2,9,2,0,396,30
Rmp,2019-08-31,0,2,5,2,0,20,2,2,3,6,3,0,342,18
Rmp,2019-09-30,1,2,1,0,0,29,0,1,2,2,2,0,341,24
Rmp,2019-10-31,0,4,0,0,1,26,3,1,5,4,4,0,391,16
Rmp,2019-11-30,0,1,4,0,0,14,0,0,1,7,2,0,325,19
Rmp,2019-12-31,0,0,0,0,0,15,2,1,2,7,0,1,272,23
Rmp,2020-01-31,0,1,1,0,0,17,0,0,0,11,0,0,289,26
Rmp,2020-02-29,0,5,1,0,0,16,2,0,1,7,1,0,268,13
Rmp,2020-03-31,0,2,1,0,2,19,1,0,5,8,0,0,243,29
Rmp,2020-04-30,0,1,1,0,0,11,0,1,3,3,0,0,51,5
Rmp,2020-05-31,0,1,2,0,0,17,0,0,4,2,2,0,60,7
Rmp,2020-06-30,0,4,2,0,0,15,0,0,4,2,0,0,255,19
Rmp,2020-07-31,0,4,3,0,0,23,0,0,0,15,1,0,59,7
Rmp,2020-08-31,0,5,1,0,0,27,1,0,9,10,0,0,157,14
Rmp,2020-09-30,0,2,2,0,0,24,1,0,5,5,2,0,271,15
Rmp,2020-10-31,0,1,0,0,0,32,3,0,4,5,2,0,301,10
Rmp,2020-11-30,0,1,4,1,0,26,0,0,3,7,0,0,377,33
Rmp,2020-12-31,0,2,0,1,0,14,2,2,2,3,2,0,311,18
Rmp,2021-01-31,0,2,2,0,0,18,1,1,2,5,1,0,329,26
Rmp,2021-02-28,0,3,1,0,0,18,4,2,0,7,0,0,221,18
Rmp,2021-03-31,0,2,1,0,0,19,0,1,1,5,0,0,292,19
Rmp,2021-04-30,0,3,5,0,0,18,0,0,1,4,1,0,128,12
Rmp,2021-05-31,0,1,1,0,0,16,0,0,4,7,2,0,174,11
Rmp,2021-06-30,0,1,5,1,1,13,0,0,2,3,2,0,134,7
Rmp,2021-07-31,0,2,2,1,0,11,0,0,7,4,0,0,141,6
Rmp,2021-08-31,0,2,4,0,0,10,0,0,3,4,3,0,374,7
Rmp,2021-09-30,0,1,7,0,0,17,0,2,2,9,1,0,276,11
Rmp,2021-10-31,0,2,1,0,0,12,1,0,3,9,0,0,281,9
Rmp,2021-11-30,0,1,2,2,0,13,1,0,2,5,1,0,216,15
Rmp,2021-12-31,0,0,1,0,0,6,1,0,1,4,0,0,205,15
Rmp,2022-01-31,0,9,3,5,0,14,1,0,0,9,0,1,214,14
Rmp,2022-02-28,0,2,2,0,0,13,0,1,4,8,0,0,209,8
Rmp,2022-03-31,0,0,0,0,0,18,1,1,2,8,1,0,261,1
Rmp,2022-04-30,0,0,5,0,0,15,1,1,2,4,1,0,206,0
Rmp,2022-05-31,0,2,3,1,0,17,0,0,3,6,1,0,247,0
Rmp,2022-06-30,0,2,3,0,0,13,1,1,3,16,0,0,209,2
Rmp,2022-07-31,0,2,4,0,0,9,1,0,5,3,0,2,215,0
Rmp,2022-08-31,1,4,1,2,0,27,0,0,7,9,2,0,248,1
Rmp,2022-09-30,0,3,3,0,0,16,0,0,3,12,1,0,214,1
Rmp,2022-10-31,0,5,0,0,0,17,1,1,1,5,0,2,218,0
Rmp,2022-11-30,0,0,0,0,0,5,0,2,5,7,1,1,211,0
Rmp,2022-12-31,0,0,0,0,0,16,2,0,1,4,0,0,206,2
Rmp,2023-01-31,0,5,2,0,0,16,1,0,2,8,0,5,172,0
Rmp,2023-02-28,0,2,2,0,0,19,3,0,2,9,1,5,134,0
Rmp,2023-03-31,0,7,1,0,0,16,1,1,2,11,2,3,110,0
Rmp,2023-04-30,0,4,1,0,0,25,0,4,3,5,1,0,94,1
Rmp,2023-05-31,0,6,0,0,0,15,1,5,4,8,2,10,118,0
Rmp,2023-06-30,0,1,1,0,0,16,2,0,3,3,1,0,51,1
Rmp,2023-07-31,0,3,3,0,0,11,0,0,3,14,0,2,102,0
Rmp,2023-08-31,0,1,1,0,0,19,4,0,5,14,1,6,127,1
Rmp,2023-09-30,0,3,2,0,0,12,1,0,6,14,2,2,77,0
Rmp,2023-10-31,0,3,4,0,0,14,4,2,3,15,4,6,123,1
Rmp,2023-11-30,0,2,1,0,1,13,0,8,7,11,4,16,94,1
Rmp,2023-12-31,0,2,2,1,0,14,0,2,2,8,2,2,193,0
Rmp,2024-01-31,0,4,1,2,0,8,0,1,2,6,1,1,163,0
Rmp,2024-02-29,1,2,0,3,0,15,1,0,6,17,0,0,138,0
Rmp,2024-03-31,0,0,0,0,0,11,2,2,4,13,0,0,145,0
Rmp,2024-04-30,0,2,0,0,0,21,0,2,0,14,0,0,141,2
Rmp,2024-05-31,0,6,1,1,0,17,3,0,5,12,0,0,141,0
Rmp,2024-06-30,0,4,0,0,0,23,0,3,6,12,1,0,143,3
Rmp,2024-07-31,1,1,3,1,1,19,2,2,3,18,2,5,98,1
Rmp,2024-08-31,0,3,2,0,0,17,1,3,2,2,1,18,15,0
Rmp,2024-09-30,0,1,5,1,0,18,1,1,3,7,0,11,12,0
Rmp,2024-10-31,0,4,3,0,0,7,0,0,5,5,0,5,65,0
Rmp,2024-11-30,0,2,0,1,0,22,2,0,4,8,0,3,64,0
Rmp,2024-12-31,0,3,1,0,0,12,2,1,4,6,1,2,90,0
Rmp,2025-01-31,0,0,2,0,0,12,1,1,4,5,1,1,87,0
Rmp,2025-02-28,1,5,4,0,1,6,2,0,2,7,2,2,91,0
Rmp,2025-03-31,0,5,1,3,0,14,1,3,5,20,4,0,61,0
Rmp,2025-04-30,0,2,2,1,0,21,0,0,4,13,0,0,72,0
Rmp,2025-05-31,1,5,0,0,0,12,2,0,3,11,1,2,90,2
Rmp,2025-06-30,0,7,0,0,0,19,3,0,3,14,0,0,57,1
Rpmp,2019-01-31,0,0,1,0,0,12,1,0,0,6,0,0,68,0
Rpmp,2019-02-28,1,0,0,1,0,16,5,0,0,6,1,0,68,0
Rpmp,2019-03-31,0,2,1,0,0,10,5,0,0,5,0,0,50,0
Rpmp,2019-04-30,0,0,1,0,0,14,0,0,0,5,0,0,89,0
Rpmp,2019-05-31,0,2,2,0,0,13,0,0,0,5,3,0,72,0
Rpmp,2019-06-30,0,0,3,0,0,12,5,0,0,6,1,0,69,0
Rpmp,2019-07-31,1,2,2,0,0,23,0,0,1,4,2,0,84,0
Rpmp,2019-08-31,0,0,2,0,0,16,0,0,0,7,0,0,91,0
Rpmp,2019-09-30,0,0,1,0,0,13,5,0,0,10,1,0,67,0
Rpmp,2019-10-31,0,0,0,0,0,11,0,0,0,3,1,0,102,0
Rpmp,2019-11-30,1,0,1,0,0,18,0,0,0,3,1,0,67,0
Rpmp,2019-12-31,1,2,3,1,0,11,0,0,0,11,1,0,64,0
Rpmp,2020-01-31,0,0,2,0,0,22,0,0,0,8,1,0,63,0
Rpmp,2020-02-29,0,1,2,1,0,15,0,1,0,6,0,0,72,0
Rpmp,2020-03-31,0,0,2,1,0,24,0,0,0,11,0,0,87,0
Rpmp,2020-04-30,0,1,1,0,0,6,0,0,0,3,0,0,10,0
Rpmp,2020-05-31,0,1,5,0,0,8,0,0,0,5,0,0,15,0
Rpmp,2020-06-30,0,0,3,2,0,21,1,0,1,6,0,0,24,0
Rpmp,2020-07-31,0,0,2,2,0,24,5,0,0,11,0,0,33,0
Rpmp,2020-08-31,0,1,0,3,0,26,6,0,0,15,0,0,37,0
Rpmp,2020-09-30,0,1,2,0,0,15,0,0,3,9,1,0,54,0
Rpmp,2020-10-31,0,0,0,0,0,30,0,0,0,14,0,0,74,0
Rpmp,2020-11-30,0,0,2,1,0,18,0,1,4,8,0,0,54,0
Rpmp,2020-12-31,0,0,1,0,0,20,0,0,3,8,1,0,58,0
Rpmp,2021-01-31,0,0,0,9,0,21,1,0,3,12,0,0,68,0
Rpmp,2021-02-28,0,0,1,1,0,17,1,0,0,9,0,0,65,0
Rpmp,2021-03-31,0,0,0,4,0,11,0,0,7,16,0,0,72,2
Rpmp,2021-04-30,0,0,2,2,0,31,1,1,6,11,0,0,29,0
Rpmp,2021-05-31,0,0,1,5,0,16,0,0,8,8,0,0,42,0
